# H99_CNYTCNYT_counts.txt
# Counts of Ssd1-binding motif CNYTCNYT in Cryptococcus neoformans H99 messenger RNAs
# mRNA sequences taken from Wallace, Maufrais, et al 2020, https://doi.org/10.5281/zenodo.3627875
# Edward Wallace, Edward.Wallace@ed.ac.uk, 2024
#
# Columns
#   id:          Gene id, CNAG_00001 etc.
#   count_5UTR:  CNYTCNYT counts in annotated 5'UTR
#   length_5UTR: length in nt of annotated 5'UTR
#   count_CDS:   CNYTCNYT counts in annotated coding sequence (CDS)
#   length_CDS: length in nt of annotated CDS
#   count_3UTR:  CNYTCNYT counts in annotated 3'UTR
#   length_3UTR: length in nt of annotated 3'UTR
#   count_mRNA:  CNYTCNYT counts in annotated 5'UTR = count_5UTR + count_CDS + count_mRNA
#   length_mRNA: length in nt of annotated mRNA = length_5UTR + length_CDS + length_3UTR
#
id	count_5UTR	length_5UTR	count_CDS	length_CDS	count_3UTR	length_3UTR	count_mRNA	length_mRNA
CNAG_06148	0	56	6	3399	0	118	6	3573
CNAG_06149	0	52	3	1428	0	184	3	1664
CNAG_06150	1	111	3	2100	1	216	5	2427
CNAG_06151	0	118	1	630	4	501	5	1249
CNAG_06152	0	48	4	1428	0	94	4	1570
CNAG_06153	1	78	0	1398	0	68	1	1544
CNAG_06154	0	136	6	1554	0	112	6	1802
CNAG_06155	0	110	5	2517	0	73	5	2700
CNAG_06156	0	81	4	2715	0	60	4	2856
CNAG_06157	1	124	1	3018	0	11	2	3153
CNAG_06158	1	288	5	4050	0	102	6	4440
CNAG_06159	0	44	4	1167	0	145	4	1356
CNAG_06160	3	117	9	4137	0	361	12	4615
CNAG_06161	0	69	8	5469	0	294	8	5832
CNAG_06162	1	199	5	2043	1	427	7	2669
CNAG_06163	1	488	2	1791	1	433	4	2712
CNAG_06164	1	179	0	528	10	4092	11	4799
CNAG_06165	0	315	5	4572	0	103	5	4990
CNAG_06166	0	80	5	4572	0	117	5	4769
CNAG_06167	3	138	0	1710	0	178	3	2026
CNAG_06168	0	67	2	1152	0	122	2	1341
CNAG_06169	0	148	1	1326	0	189	1	1663
CNAG_06170	1	246	1	843	0	86	2	1175
CNAG_06172	0	42	6	2175	0	95	6	2312
CNAG_06173	0	39	1	855	0	176	1	1070
CNAG_06174	2	105	3	5037	0	109	5	5251
CNAG_06175	1	69	7	3018	0	120	8	3207
CNAG_06178	0	30	8	4332	0	204	8	4566
CNAG_06179	0	73	1	1452	0	192	1	1717
CNAG_06180	1	52	0	540	0	208	1	800
CNAG_06181	0	118	0	1476	0	0	0	1594
CNAG_06182	0	50	6	2970	1	114	7	3134
CNAG_06183	0	65	6	2457	1	397	7	2919
CNAG_06184	0	37	1	1656	1	336	2	2029
CNAG_06185	1	247	0	693	1	210	2	1150
CNAG_06186	1	620	6	1461	1	195	8	2276
CNAG_06188	0	260	6	3207	0	169	6	3636
CNAG_06190	0	158	2	1305	0	73	2	1536
CNAG_06191	0	507	3	1668	0	213	3	2388
CNAG_06192	3	368	11	4959	0	171	14	5498
CNAG_06193	5	455	0	3891	0	281	5	4627
CNAG_06194	4	284	2	1410	0	133	6	1827
CNAG_06195	1	169	6	1197	0	64	7	1430
CNAG_06196	0	92	0	1329	0	52	0	1473
CNAG_06197	0	100	7	3075	0	246	7	3421
CNAG_06199	1	137	4	4902	0	134	5	5173
CNAG_06200	0	465	0	1092	1	233	1	1790
CNAG_06201	0	124	4	1146	2	305	6	1575
CNAG_06202	0	346	0	1362	1	175	1	1883
CNAG_06203	1	868	8	2565	1	361	10	3794
CNAG_06204	0	153	1	1548	0	250	1	1951
CNAG_06205	3	222	4	1500	0	180	7	1902
CNAG_06206	1	118	11	1878	0	54	12	2050
CNAG_06207	0	213	0	372	0	17	0	602
CNAG_06208	1	102	4	2322	1	123	6	2547
CNAG_06213	2	469	3	2403	0	69	5	2941
CNAG_06214	1	346	0	300	0	142	1	788
CNAG_06215	0	98	1	1248	0	170	1	1516
CNAG_06216	0	90	3	822	0	115	3	1027
CNAG_06217	1	495	1	1524	0	42	2	2061
CNAG_06218	0	79	2	1722	0	88	2	1889
CNAG_06219	0	90	5	1713	0	123	5	1926
CNAG_06220	0	133	0	723	0	371	0	1227
CNAG_06221	0	66	2	1545	0	104	2	1715
CNAG_06222	0	122	0	390	0	59	0	571
CNAG_06223	0	220	0	2412	0	391	0	3023
CNAG_06224	0	63	1	591	0	71	1	725
CNAG_06225	0	0	3	573	0	491	3	1064
CNAG_06226	0	39	0	396	0	54	0	489
CNAG_06227	0	149	8	2946	1	621	9	3716
CNAG_06228	0	94	4	2643	0	79	4	2816
CNAG_06229	0	83	1	699	0	49	1	831
CNAG_06230	1	136	2	1653	1	449	4	2238
CNAG_06231	2	112	0	600	0	132	2	844
CNAG_06232	0	49	3	1062	0	183	3	1294
CNAG_06233	1	293	0	873	0	89	1	1255
CNAG_06234	0	0	0	411	0	0	0	411
CNAG_06235	1	75	3	1026	0	187	4	1288
CNAG_06236	0	47	1	1584	0	189	1	1820
CNAG_06237	0	140	3	1047	0	96	3	1283
CNAG_06238	0	94	0	789	0	105	0	988
CNAG_06239	0	339	2	1578	0	68	2	1985
CNAG_06240	3	48	4	1479	1	100	8	1627
CNAG_06241	0	81	3	1923	1	80	4	2084
CNAG_06242	1	356	4	1326	0	130	5	1812
CNAG_06243	0	254	1	810	1	526	2	1590
CNAG_06244	0	67	5	2259	1	246	6	2572
CNAG_06245	0	119	0	213	0	170	0	502
CNAG_06246	4	673	4	1068	3	346	11	2087
CNAG_06247	4	687	3	2325	1	254	8	3266
CNAG_06248	0	68	8	4506	1	189	9	4763
CNAG_06249	1	385	1	1125	0	177	2	1687
CNAG_06250	0	78	3	1443	1	194	4	1715
CNAG_06251	4	517	1	1851	0	371	5	2739
CNAG_06252	0	109	8	1881	0	318	8	2308
CNAG_06253	1	214	2	1695	1	190	4	2099
CNAG_06256	1	135	2	1368	0	0	3	1503
CNAG_06259	0	296	1	1653	0	144	1	2093
CNAG_06260	0	240	1	1806	0	57	1	2103
CNAG_06263	1	387	0	330	0	690	1	1407
CNAG_06265	0	239	4	1518	0	153	4	1910
CNAG_06266	1	262	0	1563	0	64	1	1889
CNAG_06267	0	153	5	1152	0	193	5	1498
CNAG_06271	1	362	0	765	0	60	1	1187
CNAG_06272	0	272	2	867	0	170	2	1309
CNAG_06273	0	25	0	942	0	102	0	1069
CNAG_06274	0	40	0	201	3	152	3	393
CNAG_06276	0	473	3	2697	1	1024	4	4194
CNAG_06277	0	71	15	3978	0	161	15	4210
CNAG_06278	1	225	3	4896	0	180	4	5301
CNAG_06279	0	90	10	2961	1	358	11	3409
CNAG_06280	0	74	3	1443	1	302	4	1819
CNAG_06281	0	35	1	822	0	38	1	895
CNAG_06282	1	58	3	3837	1	206	5	4101
CNAG_06283	1	59	0	1878	0	70	1	2007
CNAG_06284	1	54	5	2184	0	167	6	2405
CNAG_06285	1	98	2	480	0	69	3	647
CNAG_06286	1	54	3	645	0	100	4	799
CNAG_06287	0	70	0	456	0	110	0	636
CNAG_06288	0	131	0	858	0	61	0	1050
CNAG_06289	1	147	1	1512	0	215	2	1874
CNAG_06290	1	419	3	1635	0	204	4	2258
CNAG_06291	4	786	2	750	0	253	6	1789
CNAG_06292	0	944	2	1650	0	58	2	2652
CNAG_06293	1	53	2	1635	0	74	3	1762
CNAG_06294	1	170	3	1371	0	94	4	1635
CNAG_06295	0	62	0	1128	0	48	0	1238
CNAG_06296	0	371	0	396	0	148	0	915
CNAG_06297	0	242	0	282	0	122	0	646
CNAG_06298	0	279	0	282	0	161	0	722
CNAG_06299	1	89	2	1983	0	191	3	2263
CNAG_06300	0	410	2	2103	0	139	2	2652
CNAG_06301	0	313	8	2457	1	412	9	3182
CNAG_06302	1	155	0	720	0	65	1	940
CNAG_06307	0	308	2	678	2	2373	4	3359
CNAG_06308	0	45	1	1377	1	153	2	1575
CNAG_06309	4	490	1	897	0	228	5	1615
CNAG_06310	2	1402	6	4173	2	498	10	6073
CNAG_06311	1	287	3	1959	0	177	4	2423
CNAG_06312	0	58	0	837	0	208	0	1103
CNAG_06313	2	79	2	1686	0	81	4	1846
CNAG_06314	0	83	6	2409	0	97	6	2589
CNAG_06315	0	68	0	810	0	104	0	982
CNAG_06316	1	85	0	477	0	120	1	682
CNAG_06317	0	101	1	1710	5	1513	6	3324
CNAG_06318	0	41	4	1461	0	46	4	1548
CNAG_06319	1	598	0	231	1	416	2	1245
CNAG_06320	5	654	4	1848	0	228	9	2730
CNAG_06321	5	683	4	1008	0	115	9	1806
CNAG_06322	0	62	5	1764	0	49	5	1875
CNAG_06323	0	198	6	2856	0	121	6	3175
CNAG_06324	0	272	0	408	0	127	0	807
CNAG_06325	0	200	5	3120	1	111	6	3431
CNAG_06326	0	81	8	1596	0	140	8	1817
CNAG_06327	1	1097	3	2205	0	269	4	3571
CNAG_06328	0	124	0	339	0	212	0	675
CNAG_06329	2	147	6	1461	0	147	8	1755
CNAG_06330	0	141	2	1176	0	112	2	1429
CNAG_06331	0	254	0	1884	0	119	0	2257
CNAG_06332	0	67	7	3279	0	154	7	3500
CNAG_06333	1	71	2	1122	1	389	4	1582
CNAG_06334	1	363	3	1800	0	119	4	2282
CNAG_06335	0	72	3	2457	0	153	3	2682
CNAG_06336	0	111	3	1491	0	184	3	1786
CNAG_06337	2	1391	5	1347	2	484	9	3222
CNAG_06338	0	260	5	4263	0	108	5	4631
CNAG_06339	0	133	2	2229	0	175	2	2537
CNAG_06340	1	65	6	1332	0	60	7	1457
CNAG_06341	0	39	0	912	0	76	0	1027
CNAG_06342	0	35	4	1050	0	44	4	1129
CNAG_06343	1	653	0	543	0	81	1	1277
CNAG_06344	0	97	1	348	0	112	1	557
CNAG_06345	1	75	3	1524	1	951	5	2550
CNAG_06346	1	117	0	417	1	204	2	738
CNAG_06347	3	266	4	375	2	258	9	899
CNAG_06348	0	193	5	4266	0	256	5	4715
CNAG_06349	0	704	4	1095	1	68	5	1867
CNAG_06350	0	106	4	1704	0	74	4	1884
CNAG_06351	1	154	1	303	0	91	2	548
CNAG_06352	0	189	2	3174	0	113	2	3476
CNAG_06353	0	33	1	1683	0	62	1	1778
CNAG_06354	3	569	6	1833	0	252	9	2654
CNAG_06355	0	89	2	492	0	41	2	622
CNAG_06356	0	70	0	1425	0	40	0	1535
CNAG_06357	0	141	0	1053	0	55	0	1249
CNAG_06358	2	90	0	525	0	65	2	680
CNAG_06359	0	48	4	1080	3	523	7	1651
CNAG_06360	0	58	0	1083	0	105	0	1246
CNAG_06361	3	122	1	1272	0	135	4	1529
CNAG_06362	0	113	13	6981	1	128	14	7222
CNAG_06363	0	122	1	1452	0	93	1	1667
CNAG_06364	0	81	4	2541	0	426	4	3048
CNAG_06365	0	153	0	660	1	364	1	1177
CNAG_06367	0	50	2	2205	0	65	2	2320
CNAG_06368	0	51	0	1095	0	61	0	1207
CNAG_06369	0	44	0	993	0	70	0	1107
CNAG_06370	1	69	3	1314	0	137	4	1520
CNAG_06371	1	58	3	1410	3	143	7	1611
CNAG_06372	0	171	0	429	0	116	0	716
CNAG_06373	0	168	0	693	0	77	0	938
CNAG_06374	0	242	4	1803	0	148	4	2193
CNAG_06375	2	827	0	483	0	341	2	1651
CNAG_06376	2	64	3	3216	0	111	5	3391
CNAG_06377	0	83	1	1113	0	176	1	1372
CNAG_06378	2	142	0	402	0	130	2	674
CNAG_06379	0	29	6	3213	0	119	6	3361
CNAG_06380	0	77	1	720	0	387	1	1184
CNAG_06381	1	202	4	2586	0	198	5	2986
CNAG_06382	0	225	4	1812	0	172	4	2209
CNAG_06383	1	52	0	771	0	139	1	962
CNAG_06384	0	54	4	3990	0	119	4	4163
CNAG_06385	0	44	2	576	0	73	2	693
CNAG_06386	0	80	2	738	0	60	2	878
CNAG_06387	0	102	2	2328	0	254	2	2684
CNAG_06388	0	141	2	282	0	188	2	611
CNAG_06389	0	276	0	1038	0	163	0	1477
CNAG_06390	1	227	0	1287	0	174	1	1688
CNAG_06391	0	269	0	372	1	473	1	1114
CNAG_06392	0	273	1	177	0	182	1	632
CNAG_06393	0	41	1	1476	0	88	1	1605
CNAG_06394	0	222	1	612	0	101	1	935
CNAG_06395	0	69	2	405	0	232	2	706
CNAG_06396	1	122	2	612	0	105	3	839
CNAG_06399	0	129	0	894	0	167	0	1190
CNAG_06400	1	343	6	2997	2	303	9	3643
CNAG_06401	2	725	2	2079	0	119	4	2923
CNAG_06402	0	84	0	324	0	50	0	458
CNAG_06403	3	326	3	1725	0	312	6	2363
CNAG_06404	0	138	0	261	0	176	0	575
CNAG_06405	4	866	2	1647	0	63	6	2576
CNAG_06406	0	96	3	648	0	56	3	800
CNAG_06407	0	60	0	216	0	308	0	584
CNAG_06408	0	36	5	1218	0	89	5	1343
CNAG_06409	1	100	2	567	0	73	3	740
CNAG_06410	0	97	0	783	0	159	0	1039
CNAG_06411	2	141	1	1860	2	247	5	2248
CNAG_06412	0	97	1	861	0	109	1	1067
CNAG_06413	0	368	2	663	1	731	3	1762
CNAG_06414	1	104	1	297	0	118	2	519
CNAG_06415	0	143	5	3165	0	121	5	3429
CNAG_06416	0	47	3	2640	0	54	3	2741
CNAG_06417	0	39	0	432	0	57	0	528
CNAG_06418	0	58	5	1305	0	94	5	1457
CNAG_06419	0	72	0	786	0	247	0	1105
CNAG_06420	0	102	0	894	0	54	0	1050
CNAG_06421	0	56	4	1074	0	120	4	1250
CNAG_06422	2	189	2	678	6	395	10	1262
CNAG_06423	0	71	2	1509	0	95	2	1675
CNAG_06424	4	137	2	762	5	406	11	1305
CNAG_06425	0	46	5	2853	1	116	6	3015
CNAG_06426	0	79	0	267	0	78	0	424
CNAG_06427	1	240	4	1425	1	354	6	2019
CNAG_06428	0	218	1	1020	0	78	1	1316
CNAG_06431	0	101	4	1290	0	124	4	1515
CNAG_06432	1	105	0	1293	0	90	1	1488
CNAG_06433	0	218	5	1941	0	82	5	2241
CNAG_06434	3	200	0	1980	1	154	4	2334
CNAG_06435	0	84	5	3207	0	109	5	3400
CNAG_06436	0	45	0	237	1	371	1	653
CNAG_06437	0	55	1	303	1	119	2	477
CNAG_06438	1	99	0	894	0	49	1	1042
CNAG_06439	0	81	3	1437	0	167	3	1685
CNAG_06440	1	57	4	3234	0	137	5	3428
CNAG_06441	0	110	2	3027	0	296	2	3433
CNAG_06443	2	67	3	2040	0	101	5	2208
CNAG_06444	1	87	2	600	0	234	3	921
CNAG_06445	0	212	3	1077	0	144	3	1433
CNAG_06446	0	58	9	1653	0	70	9	1781
CNAG_06447	2	53	0	549	0	273	2	875
CNAG_06448	1	272	1	1401	1	263	3	1936
CNAG_06449	2	752	1	1266	0	118	3	2136
CNAG_06450	0	137	3	2136	1	220	4	2493
CNAG_06451	0	75	0	297	2	428	2	800
CNAG_06452	1	147	4	1275	0	107	5	1529
CNAG_06453	0	207	1	537	1	173	2	917
CNAG_06454	1	116	0	1863	0	50	1	2029
CNAG_06455	1	83	2	834	0	219	3	1136
CNAG_06456	0	16	2	1656	0	127	2	1799
CNAG_06459	0	113	20	3291	0	130	20	3534
CNAG_06460	2	143	1	1596	0	116	3	1855
CNAG_06463	0	351	0	657	0	70	0	1078
CNAG_06464	0	110	1	990	0	33	1	1133
CNAG_06465	2	58	2	1206	2	403	6	1667
CNAG_06466	0	64	3	1593	0	90	3	1747
CNAG_06467	0	50	2	618	1	112	3	780
CNAG_06468	2	184	0	2001	3	155	5	2340
CNAG_06469	2	263	3	4686	1	239	6	5188
CNAG_06470	0	55	3	924	0	261	3	1240
CNAG_06471	0	72	1	531	0	40	1	643
CNAG_06472	0	52	7	2985	1	67	8	3104
CNAG_06473	0	79	7	3276	0	204	7	3559
CNAG_06474	0	37	0	1446	0	115	0	1598
CNAG_06475	0	68	1	2790	0	295	1	3153
CNAG_06482	0	75	0	1671	0	64	0	1810
CNAG_06483	1	137	5	2094	0	53	6	2284
CNAG_06484	1	208	3	1068	0	77	4	1353
CNAG_06485	0	129	1	1578	1	217	2	1924
CNAG_06486	0	63	5	1755	0	141	5	1959
CNAG_06487	0	68	5	2988	0	207	5	3263
CNAG_06489	0	28	2	1077	0	188	2	1293
CNAG_06490	0	14	4	4605	1	105	5	4724
CNAG_06491	0	60	1	885	0	96	1	1041
CNAG_06492	0	69	1	1083	0	92	1	1244
CNAG_06493	1	168	0	699	0	188	1	1055
CNAG_06494	0	38	6	2364	0	46	6	2448
CNAG_06495	0	75	1	1968	2	1720	3	3763
CNAG_06497	0	192	0	1206	0	75	0	1473
CNAG_06498	0	354	3	2835	0	157	3	3346
CNAG_06499	0	31	0	1281	0	299	0	1611
CNAG_06500	0	21	4	1308	1	225	5	1554
CNAG_06501	0	55	4	1698	0	170	4	1923
CNAG_06502	1	77	1	921	1	1719	3	2717
CNAG_06503	0	170	6	1725	0	92	6	1987
CNAG_06504	0	0	0	858	0	0	0	858
CNAG_06505	0	75	3	1428	0	84	3	1587
CNAG_06506	0	58	0	921	0	30	0	1009
CNAG_06507	2	746	0	657	0	69	2	1472
CNAG_06508	2	227	16	5400	1	351	19	5978
CNAG_06509	1	25	3	1677	0	158	4	1860
CNAG_06510	0	147	6	1977	0	55	6	2179
CNAG_06511	1	134	1	885	0	83	2	1102
CNAG_06512	0	280	6	825	0	96	6	1201
CNAG_06515	0	140	8	771	1	91	9	1002
CNAG_06516	0	87	0	189	1	203	1	479
CNAG_06517	0	394	1	3903	0	170	1	4467
CNAG_06519	1	79	3	1017	0	100	4	1196
CNAG_06520	0	96	0	669	0	43	0	808
CNAG_06521	1	423	5	1653	2	212	8	2288
CNAG_06523	0	5	2	624	0	0	2	629
CNAG_06524	0	465	5	1962	0	121	5	2548
CNAG_06525	1	1044	1	801	1	236	3	2081
CNAG_06526	0	68	1	636	0	481	1	1185
CNAG_06527	0	362	1	1674	0	245	1	2281
CNAG_06529	0	78	3	1155	0	96	3	1329
CNAG_06530	0	88	3	1098	0	128	3	1314
CNAG_06531	1	63	6	2970	0	309	7	3342
CNAG_06532	0	31	3	2547	0	88	3	2666
CNAG_06533	0	58	5	3522	1	155	6	3735
CNAG_06534	3	250	6	3858	1	419	10	4527
CNAG_06535	0	43	0	1077	1	232	1	1352
CNAG_06536	0	1	3	1443	0	171	3	1615
CNAG_06537	0	95	1	1344	1	183	2	1622
CNAG_06538	1	135	5	1350	0	113	6	1598
CNAG_06539	3	507	4	1353	2	162	9	2022
CNAG_06540	1	127	2	1911	0	39	3	2077
CNAG_06541	2	244	9	1389	0	141	11	1774
CNAG_06542	0	204	8	2799	2	1710	10	4713
CNAG_06543	0	116	1	1293	0	252	1	1661
CNAG_06544	0	107	0	351	4	373	4	831
CNAG_06545	0	54	4	1773	0	170	4	1997
CNAG_06546	1	476	0	1218	0	53	1	1747
CNAG_06548	0	62	8	3066	1	80	9	3208
CNAG_06549	1	71	1	1194	0	93	2	1358
CNAG_06550	0	67	8	6306	0	158	8	6531
CNAG_06551	0	67	3	2337	0	75	3	2479
CNAG_06552	0	78	2	2250	0	203	2	2531
CNAG_06553	0	82	3	1530	0	226	3	1838
CNAG_06554	0	179	1	1485	0	115	1	1779
CNAG_06555	0	231	1	1443	0	70	1	1744
CNAG_06556	1	100	1	1083	1	210	3	1393
CNAG_06557	0	226	3	1488	0	168	3	1882
CNAG_06558	0	75	3	1854	0	122	3	2051
CNAG_06559	0	113	1	765	0	211	1	1089
CNAG_06560	0	261	5	2247	0	138	5	2646
CNAG_06561	1	393	3	1683	0	160	4	2236
CNAG_06562	3	194	0	462	0	101	3	757
CNAG_06563	0	74	3	912	0	85	3	1071
CNAG_06564	5	594	10	6117	0	45	15	6756
CNAG_06565	0	139	0	414	0	152	0	705
CNAG_06566	0	118	2	1431	0	76	2	1625
CNAG_06567	0	198	1	1797	0	133	1	2128
CNAG_06568	4	329	4	1293	0	282	8	1904
CNAG_06569	0	71	2	1944	0	179	2	2194
CNAG_06570	0	124	2	1065	0	66	2	1255
CNAG_06573	0	87	5	3726	0	119	5	3932
CNAG_06574	0	166	0	546	2	148	2	860
CNAG_06576	0	602	0	705	0	168	0	1475
CNAG_06577	0	136	1	1986	0	144	1	2266
CNAG_06578	0	427	1	564	0	104	1	1095
CNAG_06583	0	72	2	1347	2	318	4	1737
CNAG_06584	0	65	1	1896	0	238	1	2199
CNAG_06585	1	85	12	6462	0	82	13	6629
CNAG_06587	0	48	0	573	5	1764	5	2385
CNAG_06588	2	124	2	2247	0	123	4	2494
CNAG_06589	1	185	1	417	0	112	2	714
CNAG_06590	0	247	1	909	2	783	3	1939
CNAG_06591	1	132	6	4848	1	217	8	5197
CNAG_06592	0	85	2	630	0	297	2	1012
CNAG_06593	1	675	4	2034	0	159	5	2868
CNAG_06594	0	102	4	1206	0	178	4	1486
CNAG_06595	0	91	2	1359	0	0	2	1450
CNAG_06596	0	298	3	612	0	139	3	1049
CNAG_06597	0	79	3	2142	0	121	3	2342
CNAG_06598	0	260	1	264	0	115	1	639
CNAG_06599	0	48	5	1854	1	79	6	1981
CNAG_06600	0	53	5	2535	0	75	5	2663
CNAG_06601	0	68	1	1914	0	81	1	2063
CNAG_06602	0	192	0	759	0	255	0	1206
CNAG_06603	1	475	6	2724	0	173	7	3372
CNAG_06604	1	111	2	1899	0	99	3	2109
CNAG_06605	0	93	3	771	0	125	3	989
CNAG_06606	2	684	0	675	1	513	3	1872
CNAG_06607	1	434	2	4485	0	203	3	5122
CNAG_06608	0	64	0	1638	0	223	0	1925
CNAG_06609	0	2	2	861	0	11	2	874
CNAG_06610	0	85	2	1806	0	132	2	2023
CNAG_06611	0	55	6	3582	0	79	6	3716
CNAG_06612	0	42	1	777	0	94	1	913
CNAG_06613	0	75	0	1338	0	88	0	1501
CNAG_06614	0	323	2	1122	0	368	2	1813
CNAG_06616	0	60	8	1776	0	77	8	1913
CNAG_06617	0	101	2	2346	0	92	2	2539
CNAG_06620	0	174	1	2061	0	73	1	2308
CNAG_06621	0	49	0	1167	0	163	0	1379
CNAG_06622	1	48	1	477	0	221	2	746
CNAG_06623	0	161	2	948	0	261	2	1370
CNAG_06624	0	53	8	1401	0	103	8	1557
CNAG_06625	0	54	2	1401	0	90	2	1545
CNAG_06626	2	78	2	2352	0	84	4	2514
CNAG_06627	0	81	2	2151	0	66	2	2298
CNAG_06628	0	164	3	1521	0	126	3	1811
CNAG_06629	0	20	0	603	0	489	0	1112
CNAG_06630	0	68	2	1365	0	46	2	1479
CNAG_06631	0	61	4	2409	0	131	4	2601
CNAG_06632	1	187	4	1812	0	124	5	2123
CNAG_06633	1	83	0	453	0	257	1	793
CNAG_06634	0	79	3	1626	0	72	3	1777
CNAG_06635	0	63	1	2079	0	146	1	2288
CNAG_06636	1	1087	3	1875	0	428	4	3390
CNAG_06637	0	112	4	1812	3	162	7	2086
CNAG_06638	0	158	6	1890	0	142	6	2190
CNAG_06639	1	98	7	4617	0	102	8	4817
CNAG_06640	0	71	5	1620	0	105	5	1796
CNAG_06641	0	95	3	1686	0	58	3	1839
CNAG_06642	0	163	6	7083	0	178	6	7424
CNAG_06643	0	75	2	1281	0	162	2	1518
CNAG_06644	1	261	4	1590	0	208	5	2059
CNAG_06645	0	50	0	1101	0	112	0	1263
CNAG_06646	1	110	1	621	0	269	2	1000
CNAG_06647	0	65	8	2121	0	396	8	2582
CNAG_06648	0	68	0	1599	0	99	0	1766
CNAG_06649	1	118	3	720	0	86	4	924
CNAG_06650	1	225	0	579	0	259	1	1063
CNAG_06651	0	189	0	1365	1	275	1	1829
CNAG_06652	0	449	5	1563	0	153	5	2165
CNAG_06653	0	38	0	555	0	28	0	621
CNAG_06654	0	77	0	525	0	138	0	740
CNAG_06655	0	43	0	1248	1	162	1	1453
CNAG_06656	0	67	1	1020	0	96	1	1183
CNAG_06657	0	56	0	804	0	175	0	1035
CNAG_06658	0	111	1	1695	0	291	1	2097
CNAG_06659	0	61	4	1761	0	147	4	1969
CNAG_06660	1	214	1	1434	0	135	2	1783
CNAG_06661	3	257	1	3009	0	327	4	3593
CNAG_06662	0	165	0	1287	1	84	1	1536
CNAG_06663	0	63	0	381	1	101	1	545
CNAG_06664	0	54	4	1839	0	54	4	1947
CNAG_06665	0	53	4	1683	0	70	4	1806
CNAG_06666	0	82	4	2784	0	151	4	3017
CNAG_06667	4	312	0	1518	0	126	4	1956
CNAG_06668	0	180	2	717	0	147	2	1044
CNAG_06669	1	149	0	345	0	71	1	565
CNAG_06670	0	70	0	1209	0	45	0	1324
CNAG_06671	1	271	1	2952	0	203	2	3426
CNAG_06672	0	235	0	1122	0	124	0	1481
CNAG_06673	0	68	5	1428	0	239	5	1735
CNAG_06674	0	91	7	4137	0	148	7	4376
CNAG_06675	0	71	15	4968	0	74	15	5113
CNAG_06676	0	121	1	729	0	76	1	926
CNAG_06677	0	0	2	801	0	0	2	801
CNAG_06678	0	66	6	2163	0	223	6	2452
CNAG_06679	0	44	4	1605	0	53	4	1702
CNAG_06680	0	71	2	1035	0	115	2	1221
CNAG_06681	0	90	5	2937	0	77	5	3104
CNAG_06683	0	366	6	4320	0	125	6	4811
CNAG_06684	0	17	3	1458	0	78	3	1553
CNAG_06685	0	85	1	2184	0	55	1	2324
CNAG_06686	0	164	0	717	0	153	0	1034
CNAG_06687	1	67	7	4947	0	156	8	5170
CNAG_06688	0	132	13	2664	0	265	13	3061
CNAG_06689	0	114	1	1104	0	68	1	1286
CNAG_06690	0	20	3	2058	0	197	3	2275
CNAG_06691	0	55	5	3060	0	56	5	3171
CNAG_06692	0	87	1	561	0	169	1	817
CNAG_06693	0	162	2	942	0	151	2	1255
CNAG_06694	0	144	0	369	0	87	0	600
CNAG_06695	2	393	0	885	0	98	2	1376
CNAG_06696	2	310	1	1314	1	443	4	2067
CNAG_06697	1	124	6	2538	1	242	8	2904
CNAG_06698	2	410	2	978	2	172	6	1560
CNAG_06699	3	161	3	1020	0	130	6	1311
CNAG_06703	0	76	2	1935	0	0	2	2011
CNAG_06704	0	219	2	936	1	276	3	1431
CNAG_06705	0	226	0	624	0	0	0	850
CNAG_06706	0	351	0	1005	0	136	0	1492
CNAG_06707	0	414	3	723	0	435	3	1572
CNAG_06708	0	61	1	1050	0	82	1	1193
CNAG_06709	0	135	13	3588	0	48	13	3771
CNAG_06710	1	117	1	444	0	71	2	632
CNAG_06711	0	56	0	1008	0	25	0	1089
CNAG_06712	0	126	0	303	0	147	0	576
CNAG_06713	0	97	1	2442	0	159	1	2698
CNAG_06714	1	68	2	642	0	38	3	748
CNAG_06715	0	78	0	597	1	66	1	741
CNAG_06716	0	57	0	786	0	111	0	954
CNAG_06717	0	181	3	1107	0	175	3	1463
CNAG_06718	0	48	1	825	0	69	1	942
CNAG_06722	1	79	5	1563	0	34	6	1676
CNAG_06723	2	66	2	549	0	144	4	759
CNAG_06724	0	200	2	1776	0	142	2	2118
CNAG_06725	1	44	1	1527	2	174	4	1745
CNAG_06726	0	141	2	2466	0	111	2	2718
CNAG_06727	0	864	2	2673	0	289	2	3826
CNAG_06728	0	183	4	2874	1	259	5	3316
CNAG_06729	1	98	0	399	1	119	2	616
CNAG_06730	0	401	3	1197	0	466	3	2064
CNAG_06731	1	83	4	2709	0	0	5	2792
CNAG_06732	0	67	12	5874	0	125	12	6066
CNAG_06733	0	77	3	1275	0	59	3	1411
CNAG_06734	0	67	0	210	3	1193	3	1470
CNAG_06737	0	76	3	2265	0	87	3	2428
CNAG_06738	0	230	7	2022	0	85	7	2337
CNAG_06739	0	199	11	2544	0	37	11	2780
CNAG_06740	0	149	7	3198	0	224	7	3571
CNAG_06741	0	45	8	2397	0	70	8	2512
CNAG_06742	0	66	3	1242	0	202	3	1510
CNAG_06743	0	68	0	405	0	69	0	542
CNAG_06744	1	66	2	2199	0	104	3	2369
CNAG_06745	1	179	2	417	0	202	3	798
